smiles,pACT
C=CC1(C)CC(OC(=O)CSc2ncc(NCC(=O)C(C)C)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncc(NCC(=O)C(C)Cl)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NCC(=O)Cl)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSC(C)(C)CNC(=O)C(N)C(C)C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2ncc[nH]2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.025
C=CC1(C)CC(OC(=O)CSC2=NCCS2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2nc(O)cc(CCC)n2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncnc3nc[nH]c23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2nc3ccc([N+](=O)[O-])cc3s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2c(C)cccc2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cc(C)cc(C)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ccc(C)cc2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ccc(C(C)(C)C)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2ccc([N+](=O)[O-])cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.015
C=CC1(C)CC(OC(=O)CSc2ccc(F)cc2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ccc(Cl)cc2N)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2ccc(Br)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSC(C)(C)CNC(=O)Cn2cc(Cc3cccc(N)c3)nn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3ccccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3cc(OC)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3ccc(OC)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3ccc([N+](=O)[O-])cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3cc(C)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3ccc(C)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3cc(F)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3ccc(F)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3cc(Cl)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3ccc(Cl)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3cc(Br)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSCCOc2cc(=O)oc3ccc(Br)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3ccccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3cc(OC)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.031
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3ccc(OC)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3ccc([N+](=O)[O-])cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3cc(C)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3ccc(C)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3cc(F)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3ccc(F)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3cc(Cl)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3ccc(Cl)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3cc(Br)ccc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cc(=O)oc3ccc(Br)cc23)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3cccc(B(O)O)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3ccc(B(O)O)cc3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0156
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)Cc3cccc(B(O)O)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)Cc3ccc(B(O)O)cc3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NCc3ccccc3B(O)O)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0313
C=CC1(C)CC(OC(=O)CSc2cccc(NCc3cccc(B(O)O)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NCCc3ccc(B(O)O)cc3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3ccc(F)c(B(O)O)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3cc(F)cc(B(O)O)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0313
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3cc(B(O)O)ccc3F)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3cc(B(O)O)cc(C(F)(F)F)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3cc(N)cc(B(O)O)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3ccc(C)c(B(O)O)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0313
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3cc(C)cc(B(O)O)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0313
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3ccc(OC)c(B(O)O)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0313
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3cc(OC)cc(B(O)O)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0313
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3cc(B(O)O)ccc3OC)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0313
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3ccc(B(O)O)c(F)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3ccc(B(O)O)cc3F)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3ccc(B(O)O)c(Cl)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3ccc(B(O)O)cc3Cl)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3ccc(B(O)O)c([N+](=O)[O-])c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3ccc(B(O)O)cc3[N+](=O)[O-])c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3ccc(B(O)O)c(OC)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0313
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3cc(F)c(B(O)O)c(F)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0313
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3ccc(B(O)O)c(F)c3F)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0313
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3cncc(B(O)O)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3ccc(B(O)O)o3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3ccc(B(O)O)s3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3cccc(B4OC(C)(C)C(C)(C)O4)c3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3ccc(B4OC(C)(C)C(C)(C)O4)cc3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2ccc(NC(=O)c3cccc(B(O)O)c3)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0313
C=CC1(C)CC(OC(=O)CSc2ccc(NC(=O)c3ccc(B(O)O)cc3)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2ccc(NC(=O)c3ccc(F)c(B(O)O)c3)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2ccc(NC(=O)c3cc(B(O)O)ccc3F)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2ccc(NC(=O)c3ccc(B(O)O)c(F)c3)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2ccc(NC(=O)c3ccc(B(O)O)cc3F)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2ccccc2NC(=O)c2ccc3c(c2)B(O)OC3)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2cccc(NC(=O)c3cc4c(cc3C)COB4O)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0156
C=CC1(C)CC(OC(=O)CSc2ccc(NC(=O)c3ccc4c(c3)B(O)OC4)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0156
C=CC1(C)CC(OC(=O)CSC(C)(C)CNC(=O)c2ccc3c(c2)B(O)OC3)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSC2CCC(NC(=O)c3ccc4c(c3)B(O)OC4)CC2O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSCC(=O)Nc2ccc(N)cc2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSCC(=O)Nc2ccc(NCC)cc2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSCC(=O)Nc2ccc(NCCC)cc2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSCC(=O)Nc2ccc(NC(C)C)cc2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CCNc1ccc(NC(=O)CSCC(=O)OC2CC(C)(C=C)C(O)C(C)C34CCC(=O)C3C2(C)C(C)CC4)c(C)c1,0.0625
C=CC1(C)CC(OC(=O)CSCC(=O)Nc2ccc(NCCCC)cc2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSCC(=O)Nc2ccc(NCc3ccccc3)cc2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSCC(=O)Nc2ccc(N)cc2OC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSCC(=O)Nc2ccc(NCC)cc2OC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSCC(=O)Nc2ccc(NCCC)cc2OC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSCC(=O)Nc2ccc(NC(C)C)cc2OC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CCNc1ccc(NC(=O)CSCC(=O)OC2CC(C)(C=C)C(O)C(C)C34CCC(=O)C3C2(C)C(C)CC4)c(OC)c1,0.0625
C=CC1(C)CC(OC(=O)CSCC(=O)Nc2ccc(NCCCC)cc2OC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSCC(=O)Nc2ccc(NCc3ccccc3)cc2OC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ccccc2O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cccc(O)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ccc(O)cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2ccccc2OCCCC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CCCOc1cccc(SCC(=O)OC2CC(C)(C=C)C(O)C(C)C34CCC(=O)C3C2(C)C(C)CC4)c1,0.5
C=CCCOc1ccc(SCC(=O)OC2CC(C)(C=C)C(O)C(C)C34CCC(=O)C3C2(C)C(C)CC4)cc1,0.25
C#COc1ccccc1SCC(=O)OC1CC(C)(C=C)C(O)C(C)C23CCC(=O)C2C1(C)C(C)CC3,0.125
C#COc1cccc(SCC(=O)OC2CC(C)(C=C)C(O)C(C)C34CCC(=O)C3C2(C)C(C)CC4)c1,0.125
C#COc1ccc(SCC(=O)OC2CC(C)(C=C)C(O)C(C)C34CCC(=O)C3C2(C)C(C)CC4)cc1,0.25
C=CC1(C)CC(OC(=O)CSc2ccccc2NC(=O)CN(C)CCO)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2ccccc2NC(=O)CN2CCC(N3CCCCC3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ccccc2NC(=O)Cn2cncc2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ccccc2NC(=O)Cn2cncc2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ccccc2NC(=O)Cn2ccnc2C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)C3CCC3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)CCCCC)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)CCC)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)C3CC3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)C3CCCCC3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)c3ccc(Cl)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)C(C)(C)CC)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)c3ccccc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)c3ccc(C)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)c3cccc(Cl)c3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)c3cccs3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)CC(C)C)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)CC(C)(C)C)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)C(C)(C)C)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)c3ccc(F)cc3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)c3ccccc3Cl)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)c3ccccc3F)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)c3cccc(C)c3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2nc(OC(=O)c3cccc(OC)c3)cs2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,1
C=CC1(C)CC(OC(=O)CSC2=NC(=O)CS2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)C3CC3)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)C3CCC3)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)C3CCCC3)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.03125
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)C3CCCCC3)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.03125
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)c3cccnc3Cl)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)COC)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)COCC)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)COC(C)=O)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)C=CC)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.0625
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)CCC)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)CCBr)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)CCCBr)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)CCCCl)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)CC(C)(C)C)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)C(C)(C)C)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)C(C)(C)CC)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)C(C)(C)CCl)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)C(=C)C)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)C(C)C)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)C(C)Cl)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2ncc(NC(=O)Cl)s2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cccc(C(=O)Nc3ccc(S(=O)(=O)Nc4ccccn4)cc3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.016
C=CC1(C)CC(OC(=O)CSc2cccc(C(=O)Nc3ccc(S(N)(=O)=O)cc3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.016
C=CC1(C)CC(OC(=O)CSc2cccc(C(=O)Nc3ccc(S(=O)(=O)Nc4nc(C)cc(C)n4)cc3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSc2cccc(C(=O)Nc3ccc(S(=O)(=O)NC4=NC=CCS4)cc3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.008
C=CC1(C)CC(OC(=O)CSc2cccc(C(=O)Nc3ccc(S(=O)(=O)Nc4cc(OC)ncn4)cc3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.25
C=CC1(C)CC(OC(=O)CSc2cccc(C(=O)Nc3ccc(S(=O)(=O)Nc4cc(C)on4)cc3)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.063
C=CC1(C)CC(OC(=O)CSc2cccc(C(=O)O)c2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.125
C=CC1(C)CC(OC(=O)CSC(C)(C)CCC(=O)C(N)C(C)C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.016
C=CC1(C)CC(OC(=O)CSC(C)(C)CNC(=O)c2ccccc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,15.4
C=CC1(C)CC(OC(=O)CSC(C)(C)CNC(=O)c2ccc([N+](=O)[O-])cc2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,15.7
C=CC1(C)CC(OC(=O)CSC(C)(C)CNC(=O)c2cc([N+](=O)[O-])ccc2Cl)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,15.8
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)Nc3ccncc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)N(C)CCN3CCOCC3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)CN2CCN(C(=O)N(C)c3ccccc3)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)Cn2cc(CN3CCN(c4ccccc4)CC3)nn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)Cn2cc(CN3CCN(c4ccccc4F)CC3)nn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)Cn2cc(CN3CCN(c4ccccc4Cl)CC3)nn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
C=CC1(C)CC(OC(=O)Cn2cc(CN3CCN(c4ccc(OC)cc4)CC3)nn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,4
C=CC1(C)CC(OC(=O)Cn2cc(CN3CCN(c4ccccc4O)CC3)nn2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,8
